Character,Book,Page,Chapter No,Chapter Name,POV,Title,Forename,Surname,OldSurname,Alias,RegnalNo,Gender,AliveStatus
Ser Marwyn Belmore,A Clash of Kings,903,70,Appendix,N/A,Ser,Marwyn,Belmore,,,,M,
"Myranda Royce, Randa",A Clash of Kings,904,70,Appendix,N/A,,Myranda,Royce,,Randa,,F,
Lady Perra Frey,A Clash of Kings,905,70,Appendix,N/A,Lady,Perra,Frey,Royce,,,F,
Lady Corenna Frey,A Clash of Kings,905,70,Appendix,N/A,Lady,Corenna,Frey,Swann,,,F,
Ser Ryman Frey,A Clash of Kings,905,70,Appendix,N/A,Ser,Ryman,Frey,,,,M,D
Edwyn Frey,A Clash of Kings,905,70,Appendix,N/A,,Edwyn,Frey,,,,M,
Janyce Frey,A Clash of Kings,905,70,Appendix,N/A,,Janyce,Frey,Hunter,,,F,
"Walda Frey, Daughter of Edwyn",A Clash of Kings,905,70,Appendix,N/A,,Walda,Frey,,Daughter of Edwyn,,F,
"Petyr Frey, Petyr Pimple",A Clash of Kings,905,70,Appendix,N/A,,Petyr,Frey,,Petyr Pimple,,M,
Mylenda Frey,A Clash of Kings,905,70,Appendix,N/A,,Mylenda,Frey,Caron,,,F,
"Perra Frey, Daughter of Petyr",A Clash of Kings,905,70,Appendix,N/A,,Perra,Frey,,Daughter of Petyr,,F,
Lady Jeyne Frey,A Clash of Kings,905,70,Appendix,N/A,Lady,Jeyne,Frey,Lydden,,,F,
"Aegon Frey, Jinglebell",A Clash of Kings,905,70,Appendix,N/A,,Aegon,Frey,,Jinglebell,,M,D
Maegelle Vance,A Clash of Kings,906,70,Appendix,N/A,,Maegelle,Vance,Frey,,,F,
Ser Dafyn Vance,A Clash of Kings,906,70,Appendix,N/A,Ser,Dafyn,Vance,,,,M,
Marianne Vance,A Clash of Kings,906,70,Appendix,N/A,,Marianne,Vance,,,,F,
Walder Vance,A Clash of Kings,906,70,Appendix,N/A,,Walder,Vance,,,,M,
Patrek Vance,A Clash of Kings,906,70,Appendix,N/A,,Patrek,Vance,,,,M,
Marsella Frey,A Clash of Kings,906,70,Appendix,N/A,,Marsella,Frey,Waynwood,,,F,
"Walton Frey, Son of Stevron",A Clash of Kings,906,70,Appendix,N/A,,Walton,Frey,,Son of Stevron,,M,
Deana Frey,A Clash of Kings,906,70,Appendix,N/A,,Deana,Frey,Hardyng,,,F,
"Steffon Frey, Son of Walton, The Sweet",A Clash of Kings,906,70,Appendix,N/A,,Steffon,Frey,,"Son of Walton, The Sweet",,M,
"Walda Frey, Daughter of Walton, Fair Walda",A Clash of Kings,906,70,Appendix,N/A,,Walda,Frey,,"Daughter of Walton, Fair Walda",,F,
Bryan Frey,A Clash of Kings,906,70,Appendix,N/A,,Bryan,Frey,,,,M,
"Tywin Frey, Son of Ser Cleos",A Clash of Kings,906,70,Appendix,N/A,,Tywin,Frey,,Son of Ser Cleos,,M,
Willem Frey,A Clash of Kings,906,70,Appendix,N/A,,Willem,Frey,,,,M,
Melesa Frey,A Clash of Kings,906,70,Appendix,N/A,,Melesa,Frey,Crakehall,,,F,
Tyana Frey,A Clash of Kings,906,70,Appendix,N/A,,Tyana,Frey,Wylde,,,F,
"Aegon Frey, Son of Aenys, Bloodborn",A Clash of Kings,906,70,Appendix,N/A,,Aegon,Frey,,"Son of Aenys, Bloodborn",,M,
"Rhaegar Frey, Son of Aenys",A Clash of Kings,906,70,Appendix,N/A,,Rhaegar,Frey,,Son of Aenys,,M,
"Jeyne Frey, Wife of Stevron",A Clash of Kings,906,70,Appendix,N/A,,Jeyne,Frey,Beesbury,Wife of Stevron,,F,
"Robert Frey, Son of Rhaegar Frey",A Clash of Kings,906,70,Appendix,N/A,,Robert,Frey,,Son of Rhaegar Frey,,M,
"Walda Frey, Daughter of Rhaegar Frey, White Walda",A Clash of Kings,906,70,Appendix,N/A,,Walda,Frey,,"Daughter of Rhaegar Frey, White Walda",,F,
Jonos Frey,A Clash of Kings,906,70,Appendix,N/A,,Jonos,Frey,,,,M,
Perriane Haigh,A Clash of Kings,906,70,Appendix,N/A,,Perriane,Haigh,Frey,,,F,
Ser Leslyn Haigh,A Clash of Kings,906,70,Appendix,N/A,Ser,Leslyn,Haigh,,,,M,
Walder Haigh,A Clash of Kings,906,70,Appendix,N/A,,Walder,Haigh,,,,M,
Ser Donnel Haigh,A Clash of Kings,906,70,Appendix,N/A,Ser,Donnel,Haigh,,,,M,
Alyn Haigh,A Clash of Kings,906,70,Appendix,N/A,,Alyn,Haigh,,,,M,
Lady Cyrenna Frey,A Clash of Kings,906,70,Appendix,N/A,Lady,Cyrenna,Frey,Swann,,,F,
Alys Frey,A Clash of Kings,906,70,Appendix,N/A,,Alys,Frey,,,,F,
Ser Tytos Frey,A Clash of Kings,906,70,Appendix,N/A,Ser,Tytos,Frey,,,,M,D
Zhoe Frey,A Clash of Kings,906,70,Appendix,N/A,,Zhoe,Frey,Blanetree,,,F,
Zia Frey,A Clash of Kings,906,70,Appendix,N/A,,Zia,Frey,,,,F,
Zachery Frey,A Clash of Kings,906,70,Appendix,N/A,,Zachery,Frey,,,,M,
Kyra Goodbrook,A Clash of Kings,907,70,Appendix,N/A,,Kyra,Goodbrook,Frey,,,F,
Walder Goodbrook,A Clash of Kings,907,70,Appendix,N/A,,Walder,Goodbrook,,,,M,
Jeyne Goodbrook,A Clash of Kings,907,70,Appendix,N/A,,Jeyne,Goodbrook,,,,F,
Septon Luceon,A Clash of Kings,907,70,Appendix,N/A,Septon,Luceon,,Frey,,,M,
Lady Amarei Frey,A Clash of Kings,907,70,Appendix,N/A,Lady,Amarei,Frey,Crakehall,,,F,
Bellena Frey,A Clash of Kings,907,70,Appendix,N/A,,Bellena,Frey,Hawick,,,F,
Ser Arwood Frey,A Clash of Kings,907,70,Appendix,N/A,Ser,Arwood,Frey,,,,M,
Ryella Frey,A Clash of Kings,907,70,Appendix,N/A,,Ryella,Frey,Royce,,,F,
"Ryella Frey, Daughter of Arwood",A Clash of Kings,907,70,Appendix,N/A,,Ryella,Frey,,Daughter of Arwood,,F,
Androw Frey,A Clash of Kings,907,70,Appendix,N/A,,Androw,Frey,,,,M,
Alyn Frey,A Clash of Kings,907,70,Appendix,N/A,,Alyn,Frey,,,,M,
Lady Lythene Vypren,A Clash of Kings,907,70,Appendix,N/A,Lady,Lythene,Vypren,Frey,,,F,
Lucias Vypren,A Clash of Kings,907,70,Appendix,N/A,,Lucias,Vypren,,,,M,
Elyana Wylde,A Clash of Kings,907,70,Appendix,N/A,,Elyana,Wylde,Vypren,,,F,
Jon Wylde,A Clash of Kings,907,70,Appendix,N/A,,Jon,Wylde,,,,M,
Rickard Wylde,A Clash of Kings,907,70,Appendix,N/A,,Rickard,Wylde,,,,M,
Ser Damon Vypren,A Clash of Kings,907,70,Appendix,N/A,Ser,Damon,Vypren,,,,M,
Symond Frey,A Clash of Kings,907,70,Appendix,N/A,,Symond,Frey,,,,M,D
"Betharios Frey, Of Braavos",A Clash of Kings,907,70,Appendix,N/A,,Betharios,Frey,,Of Braavos,,F,
Alesander Frey,A Clash of Kings,907,70,Appendix,N/A,,Alesander,Frey,,,,M,
Alyx Frey,A Clash of Kings,907,70,Appendix,N/A,,Alyx,Frey,,,,F,
Bradamar Frey,A Clash of Kings,907,70,Appendix,N/A,,Bradamar,Frey,,,,M,
Oro Tendyris,A Clash of Kings,907,70,Appendix,N/A,,Oro,Tendyris,,,,M,
Wynafrei Frey,A Clash of Kings,907,70,Appendix,N/A,,Wynafrei,Frey,Whent,,,F,
Lady Mariya Frey,A Clash of Kings,907,70,Appendix,N/A,Lady,Mariya,Frey,Darry,,,F,
"Amerei Frey, Gatehouse Ami",A Clash of Kings,907,70,Appendix,N/A,,Amerei,Frey,,Gatehouse Ami,,F,
"Ser Pate, Of the Blue Fork, Of Sevenstreams",A Clash of Kings,907,70,Appendix,N/A,Ser,Pate,,,"Of the Blue Fork, Of Sevenstreams",,M,
"Walda Frey, Fat Walda, Daughter of Merrett",A Clash of Kings,907,70,Appendix,N/A,,Walda,Frey,,"Fat Walda, Daughter of Merrett",,F,
Marissa Frey,A Clash of Kings,907,70,Appendix,N/A,,Marissa,Frey,,,,F,
Ser Geremy Frey,A Clash of Kings,907,70,Appendix,N/A,Ser,Geremy,Frey,,,,M,
Carolei Frey,A Clash of Kings,907,70,Appendix,N/A,,Carolei,Frey,Waynwood,,,F,
Sandor Frey,A Clash of Kings,907,70,Appendix,N/A,,Sandor,Frey,,,,M,
Cynthea Frey,A Clash of Kings,907,70,Appendix,N/A,,Cynthea,Frey,,,,F,
Ser Raymund Frey,A Clash of Kings,908,70,Appendix,N/A,Ser,Raymund,Frey,,,,M,
Beony Frey,A Clash of Kings,908,70,Appendix,N/A,,Beony,Frey,Beesbury,,,F,
Robert Frey,A Clash of Kings,908,70,Appendix,N/A,,Robert,Frey,,,,M,
Malwyn Frey,A Clash of Kings,908,70,Appendix,N/A,,Malwyn,Frey,,,,M,
Serra Frey,A Clash of Kings,908,70,Appendix,N/A,,Serra,Frey,,,,F,
Sarra Frey,A Clash of Kings,908,70,Appendix,N/A,,Sarra,Frey,,,,F,
"Cersei Frey, Little Bee",A Clash of Kings,908,70,Appendix,N/A,,Cersei,Frey,,Little Bee,,F,
Lady Alyssa Frey,A Clash of Kings,908,70,Appendix,N/A,Lady,Alyssa,Frey,Blackwood,,,F,
"Lothar Frey, Lame Lothar",A Clash of Kings,908,70,Appendix,N/A,,Lothar,Frey,,Lame Lothar,,M,
Leonella Frey,A Clash of Kings,908,70,Appendix,N/A,,Leonella,Frey,Lefford,,,F,
Tysane Frey,A Clash of Kings,908,70,Appendix,N/A,,Tysane,Frey,,,,F,
"Walda Frey, Daughter of Lothar",A Clash of Kings,908,70,Appendix,N/A,,Walda,Frey,,Daughter of Lothar,,F,
Emberlei Frey,A Clash of Kings,908,70,Appendix,N/A,,Emberlei,Frey,,,,F,
Sallei Frey,A Clash of Kings,908,70,Appendix,N/A,,Sallei,Frey,Paege,,,F,
Dickon Frey,A Clash of Kings,908,70,Appendix,N/A,,Dickon,Frey,,,,M,
Mathis Frey,A Clash of Kings,908,70,Appendix,N/A,,Mathis,Frey,,,,M,
Ser Whalen Frey,A Clash of Kings,908,70,Appendix,N/A,Ser,Whalen,Frey,,,,M,
Sylwa Frey,A Clash of Kings,908,70,Appendix,N/A,,Sylwa,Frey,Paege,,,F,
Hoster Frey,A Clash of Kings,908,70,Appendix,N/A,,Hoster,Frey,,,,M,
Ser Damon Paege,A Clash of Kings,908,70,Appendix,N/A,Ser,Damon,Paege,,,,M,
"Merianne Frey, Merry",A Clash of Kings,908,70,Appendix,N/A,,Merianne,Frey,,Merry,,F,
Lady Morya Brax,A Clash of Kings,908,70,Appendix,N/A,Lady,Morya,Brax,Frey,,,F,
"Robert Brax, Son of Flement",A Clash of Kings,908,70,Appendix,N/A,,Robert,Brax,,Son of Flement,,M,
Walder Brax,A Clash of Kings,908,70,Appendix,N/A,,Walder,Brax,,,,M,
Jon Brax,A Clash of Kings,908,70,Appendix,N/A,,Jon,Brax,,,,M,
"Tyta Frey, The Maid",A Clash of Kings,908,70,Appendix,N/A,,Tyta,Frey,,The Maid,,F,
Lady Sarya Frey,A Clash of Kings,908,70,Appendix,N/A,Lady,Sarya,Frey,Whent,,,F,
Lady Bethany Frey,A Clash of Kings,908,70,Appendix,N/A,Lady,Bethany,Frey,Rosby,,,F,
Ser Benfrey Frey,A Clash of Kings,908,70,Appendix,N/A,Ser,Benfrey,Frey,,,,M,
Jyanna Frey,A Clash of Kings,908,70,Appendix,N/A,,Jyanna,Frey,,,,F,
"Della Frey, Deaf Della",A Clash of Kings,909,70,Appendix,N/A,,Della,Frey,,Deaf Della,,F,
Osmund Frey,A Clash of Kings,909,70,Appendix,N/A,,Osmund,Frey,,,,M,
Maester Willamen,A Clash of Kings,909,70,Appendix,N/A,Maester,Willamen,,Frey,,,M,
Roslin Frey,A Clash of Kings,909,70,Appendix,N/A,,Roslin,Frey,,,,F,
Lady Annara Frey,A Clash of Kings,909,70,Appendix,N/A,Lady,Annara,Frey,Farring,,,F,
Arwyn Frey,A Clash of Kings,909,70,Appendix,N/A,,Arwyn,Frey,,,,F,
Wendel Frey,A Clash of Kings,909,70,Appendix,N/A,,Wendel,Frey,,,,M,
Colmar Frey,A Clash of Kings,909,70,Appendix,N/A,,Colmar,Frey,,,,M,
Shirei Frey,A Clash of Kings,909,70,Appendix,N/A,,Shirei,Frey,,,,F,
Lady Joyeuse Frey,A Clash of Kings,909,70,Appendix,N/A,Lady,Joyeuse,Frey,Erenford,,,F,
Ser Aemon Rivers,A Clash of Kings,909,70,Appendix,N/A,Ser,Aemon,Rivers,,,,M,
Walda Rivers,A Clash of Kings,909,70,Appendix,N/A,,Walda,Rivers,,,,F,
Maester Melwys,A Clash of Kings,909,70,Appendix,N/A,Maester,Melwys,,Rivers,,,M,
Jeyne Rivers,A Clash of Kings,909,70,Appendix,N/A,,Jeyne,Rivers,,,,F,
Ronel Rivers,A Clash of Kings,909,70,Appendix,N/A,,Ronel,Rivers,,,,M,
Mellara Rivers,A Clash of Kings,909,70,Appendix,N/A,,Mellara,Rivers,,,,F,
Ser Aladale Wynch,A Clash of Kings,910,70,Appendix,N/A,Ser,Aladale,Wynch,,,,M,D
Elron,A Clash of Kings,910,70,Appendix,N/A,,Elron,,,,,M,
Cugen,A Clash of Kings,911,70,Appendix,N/A,,Cugen,,,,,M,
"Paul, Small Paul",A Storm of Swords,2,0,Prologue,Chett,,Paul,,,Small Paul,,M,D
Blane,A Storm of Swords,2,0,Prologue,Chett,,Blane,,,,,M,
Grubbs,A Storm of Swords,2,0,Prologue,Chett,,Grubbs,,,,,M,
Aethan,A Storm of Swords,2,0,Prologue,Chett,,Aethan,,,,,M,
Bannen,A Storm of Swords,2,0,Prologue,Chett,,Bannen,,,,,M,D
Softfoot,A Storm of Swords,2,0,Prologue,Chett,,Softfoot,,,,,M,D
"Kedge, Whiteye",A Storm of Swords,3,0,Prologue,Chett,,Kedge,,,Whiteye,,M,
Goady,A Storm of Swords,3,0,Prologue,Chett,,Goady,,,,,M,
"Donnel Hill, Sweet Donnel",A Storm of Swords,4,0,Prologue,Chett,,Donnel,Hill,,Sweet Donnel,,M,
Dirk,A Storm of Swords,5,0,Prologue,Chett,,Dirk,,,,,M,D
"Karl, Clubfoot Karl",A Storm of Swords,5,0,Prologue,Chett,,Karl,,,Clubfoot Karl,,M,D
"Ollo, Lophand",A Storm of Swords,6,0,Prologue,Chett,,Ollo,,,Lophand,,M,
"Bessa, Of Hag's Mire",A Storm of Swords,7,0,Prologue,Chett,,Bessa,,,Of Hag's Mire,,F,
Sawwood,A Storm of Swords,12,0,Prologue,Chett,,Sawwood,,,,,M,
Maslyn,A Storm of Swords,12,0,Prologue,Chett,,Maslyn,,,,,M,D
Tansy,A Storm of Swords,35,2,Catelyn I,Catelyn Tully,,Tansy,,,,,F,
Iggo,A Storm of Swords,51,3,Arya I,Arya Stark,,Iggo,,,,,M,D
"Ser Kennos, Of Kayce",A Storm of Swords,78,6,Sansa I,Sansa Stark,Ser,Kennos,,,Of Kayce,,M,
"Arryk, Left/Right",A Storm of Swords,80,6,Sansa I,Sansa Stark,,Arryk,,,Left/Right,,M,
"Erryk, Left/Right",A Storm of Swords,80,6,Sansa I,Sansa Stark,,Erryk,,,Left/Right,,M,
Megga Tyrell,A Storm of Swords,80,6,Sansa I,Sansa Stark,,Megga,Tyrell,,,,F,
Alla Tyrell,A Storm of Swords,80,6,Sansa I,Sansa Stark,,Alla,Tyrell,,,,F,
Elinor Tyrell,A Storm of Swords,80,6,Sansa I,Sansa Stark,,Elinor,Tyrell,,,,F,
Lady Leonette Tyrell,A Storm of Swords,80,6,Sansa I,Sansa Stark,Lady,Leonette,Tyrell,Fossoway,,,F,
Septa Nysterica,A Storm of Swords,80,6,Sansa I,Sansa Stark,Septa,Nysterica,,,,,F,
Lady Alyce Graceford,A Storm of Swords,80,6,Sansa I,Sansa Stark,Lady,Alyce,Graceford,,,,F,
Lady Alysanne Bulwer,A Storm of Swords,80,6,Sansa I,Sansa Stark,Lady,Alysanne,Bulwer,,,,F,
"Meredyth Crane, Merry",A Storm of Swords,80,6,Sansa I,Sansa Stark,,Meredyth,Crane,,Merry,,F,
"Lady Taena Merryweather, Of Myr",A Storm of Swords,80,6,Sansa I,Sansa Stark,Lady,Taena,Merryweather,,Of Myr,,F,
"Lord Luthor Tyrell, Father of Mace",A Storm of Swords,80,6,Sansa I,Sansa Stark,Lord,Luthor,Tyrell,,Father of Mace,,M,
Lenyl,A Storm of Swords,92,7,Jon I,Jon Snow,,Lenyl,,,,,M,
"Ryk, Longspear Ryk",A Storm of Swords,92,7,Jon I,Jon Snow,,Ryk,,,Longspear Ryk,,M,
Orell,A Storm of Swords,93,7,Jon I,Jon Snow,,Orell,,,,,M,D
"Styr, Magnar of Thenn",A Storm of Swords,98,7,Jon I,Jon Snow,,Styr,,,Magnar of Thenn,,M,
"Tormund, Giantsbane",A Storm of Swords,99,7,Jon I,Jon Snow,,Tormund,,,Giantsbane,,M,
"Dalla, Wife of Mance Rayder",A Storm of Swords,99,7,Jon I,Jon Snow,,Dalla,,,Wife of Mance Rayder,,F,
Val,A Storm of Swords,99,7,Jon I,Jon Snow,,Val,,,,,F,
Jarl,A Storm of Swords,99,7,Jon I,Jon Snow,,Jarl,,,,,M,D
Lord Commander Qorgyle,A Storm of Swords,101,7,Jon I,Jon Snow,Lord Commander,?,Qorgyle,,,,M,
"Orland, Of Oldtown",A Storm of Swords,102,7,Jon I,Jon Snow,,Orland,,,Of Oldtown,,M,
Maester Mullin,A Storm of Swords,103,7,Jon I,Jon Snow,Maester,Mullin,,,,,M,
Captain Groleo,A Storm of Swords,106,8,Daenerys I,Daenerys Targaryen,Captain,Groleo,,,,,M,
Myles Mooton,A Storm of Swords,110,8,Daenerys I,Daenerys Targaryen,,Myles,Mooton,,,,M,
Richard Lonmouth,A Storm of Swords,110,8,Daenerys I,Daenerys Targaryen,,Richard,Lonmouth,,,,M,
"Lord Jon Connington, Griff",A Storm of Swords,110,8,Daenerys I,Daenerys Targaryen,Lord,Jon,Connington,,Griff,,M,
Temmo,A Storm of Swords,118,8,Daenerys I,Daenerys Targaryen,,Temmo,,,,,M,
Khorane Sathmantes,A Storm of Swords,133,10,Davos II,Davos Seaworth,,Khorane,Sathmantes,,,,M,
Ser Tristimun,A Storm of Swords,134,10,Davos II,Davos Seaworth,Ser,Tristimun,,,,,M,
Meizo Mahr,A Storm of Swords,136,10,Davos II,Davos Seaworth,,Meizo,Mahr,,,,M,
Jate Blackberry,A Storm of Swords,142,10,Davos II,Davos Seaworth,,Jate,Blackberry,,,,M,D
"Lord Lucos Chyttering, Little Lucos",A Storm of Swords,142,10,Davos II,Davos Seaworth,Lord,Lucos,Chyttering,,Little Lucos,,M,
"Will, Hookface Will",A Storm of Swords,142,10,Davos II,Davos Seaworth,,Will,,,Hookface Will,,M,
"Hal, The Hog",A Storm of Swords,142,10,Davos II,Davos Seaworth,,Hal,,,The Hog,,M,
Ser Warren,A Storm of Swords,153,11,Jaime II,Jaime Lannister,Ser,Warren,,,,,M,
Ser Sumner Crakehall,A Storm of Swords,156,11,Jaime II,Jaime Lannister,Ser,Sumner,Crakehall,,,,M,
Ser Harlan Grandison,A Storm of Swords,156,11,Jaime II,Jaime Lannister,Ser,Harlan,Grandison,,,,M,
Grand Maester Gerardys,A Storm of Swords,162,12,Tyrion II,Tyrion Lannister,Grand Maester,Gerardys,,,,,M,
Maester Turquin,A Storm of Swords,162,12,Tyrion II,Tyrion Lannister,Maester,Turquin,,,,,M,
Maester Erreck,A Storm of Swords,162,12,Tyrion II,Tyrion Lannister,Maester,Erreck,,,,,M,
Beldecar,A Storm of Swords,166,12,Tyrion II,Tyrion Lannister,,Beldecar,,,,,M,
"Lem, Lem Lemoncloak",A Storm of Swords,176,13,Arya II,Arya Stark,,Lem,,,Lem Lemoncloak,,M,
"Tom, Of Sevenstreams/O'Sevens/Sevenstrings",A Storm of Swords,177,13,Arya II,Arya Stark,,Tom,,,Of Sevenstreams/O'Sevens/Sevenstrings,,M,
Sharna,A Storm of Swords,178,13,Arya II,Arya Stark,,Sharna,,,,,F,
"Pate, Old Pate",A Storm of Swords,178,13,Arya II,Arya Stark,,Pate,,,Old Pate,,M,
Husband,A Storm of Swords,182,13,Arya II,Arya Stark,,Husband,,,,,M,
Lady Sybell Westerling,A Storm of Swords,193,14,Catelyn II,Catelyn Tully,Lady,Sybell,Westerling,Spicer,,,F,
Ser Rolph Spicer,A Storm of Swords,193,14,Catelyn II,Catelyn Tully,Ser,Rolph,Spicer,,,,M,
Ser Raynald Westerling,A Storm of Swords,193,14,Catelyn II,Catelyn Tully,Ser,Raynald,Westerling,,,,M,D
Elenya Westerling,A Storm of Swords,193,14,Catelyn II,Catelyn Tully,,Elenya,Westerling,,,,F,
Rollam Westerling,A Storm of Swords,193,14,Catelyn II,Catelyn Tully,,Rollam,Westerling,,,,M,
Queen Jeyne Stark,A Storm of Swords,193,14,Catelyn II,Catelyn Tully,Queen,Jeyne,Stark,Westerling,,,F,
"Mag Mar Tun Doh Weg, Mag the Mighty",A Storm of Swords,203,15,Jon II,Jon Snow,,Mag,Mar Tun Doh Weg,,Mag the Mighty,,M,
"Lump, Varamyr Sixskins",A Storm of Swords,208,15,Jon II,Jon Snow,,Lump,,,Varamyr Sixskins,,M,
"Toregg, Son of Tormund",A Storm of Swords,212,15,Jon II,Jon Snow,,Toregg,,,Son of Tormund,,M,
"Dormund, Son of Tormund",A Storm of Swords,212,15,Jon II,Jon Snow,,Dormund,,,Son of Tormund,,M,
"Munda, Daughter of Tormund",A Storm of Swords,212,15,Jon II,Jon Snow,,Munda,,,Daughter of Tormund,,F,
Alyn Ambrose,A Storm of Swords,222,16,Sansa II,Sansa Stark,,Alyn,Ambrose,,,,M,
Lord Arthur Ambrose,A Storm of Swords,222,16,Sansa II,Sansa Stark,Lord,Arthur,Ambrose,,,,M,
Jack-Be-Lucky,A Storm of Swords,230,17,Arya III,Arya Stark,,Jack-Be-Lucky,,,,,M,
"Pello, Of Tyrosh, Greenbeard",A Storm of Swords,231,17,Arya III,Arya Stark,,Pello,,,"Of Tyrosh, Greenbeard",,M,
"Bernarr, Black Bernarr",A Storm of Swords,237,18,Samwell I,Samwell Tarly,,Bernarr,,,Black Bernarr,,M,
Talla Tarly,A Storm of Swords,245,18,Samwell I,Samwell Tarly,,Talla,Tarly,,,,F,
Mawney,A Storm of Swords,251,18,Samwell I,Samwell Tarly,,Mawney,,,,,M,
"High Septon , Tyrion's High Septon",A Storm of Swords,254,19,Tyrion III,Tyrion Lannister,High Septon,?,,,Tyrion's High Septon,,M,
Lord Horton Redfort,A Storm of Swords,264,19,Tyrion III,Tyrion Lannister,Lord,Horton,Redfort,,,,M,
Lord Sebaston Farman,A Storm of Swords,272,19,Tyrion III,Tyrion Lannister,Lord,Sebaston,Farman,,,,M,
Elwood,A Storm of Swords,275,20,Catelyn III,Catelyn Tully,,Elwood,,,,,M,D
Karlon Stark,A Storm of Swords,281,20,Catelyn III,Catelyn Tully,,Karlon,Stark,,,,M,
Timeon Of Dorne,A Storm of Swords,293,21,Jaime III,Jaime Lannister,,Timeon,Of Dorne,,,,M,
Ser Maynard,A Storm of Swords,298,22,Arya IV,Arya Stark,Ser,Maynard,,,,,M,
Lord Lymond Lychester,A Storm of Swords,299,22,Arya IV,Arya Stark,Lord,Lymond,Lychester,,,,M,
"Ben, Big Belly Ben",A Storm of Swords,300,22,Arya IV,Arya Stark,,Ben,,,Big Belly Ben,,M,
"Erreg, The Kinslayer",A Storm of Swords,301,22,Arya IV,Arya Stark,,Erreg,,,The Kinslayer,,M,
Lady Ravella Smallwood,A Storm of Swords,304,22,Arya IV,Arya Stark,Lady,Ravella,Smallwood,Swann,,,F,
Carellen Smallwood,A Storm of Swords,305,22,Arya IV,Arya Stark,,Carellen,Smallwood,,,,F,
Kraznys mo Nakloz,A Storm of Swords,311,23,Daenerys II,Daenerys Targaryen,,Kraznys,mo Nakloz,,,,M,D
Porridge,A Storm of Swords,345,25,Davos III,Davos Seaworth,,?,,,Porridge,,M,
Lamprey,A Storm of Swords,345,25,Davos III,Davos Seaworth,,?,,,Lamprey,,M,
"Arson, Iceaxe",A Storm of Swords,360,26,Jon III,Jon Snow,,Arson,,,Iceaxe,,M,
"Grigg, The Goat",A Storm of Swords,362,26,Jon III,Jon Snow,,Grigg,,,The Goat,,M,
Grazdan mo Ullhor,A Storm of Swords,367,27,Daenerys III,Daenerys Targaryen,,Grazdan,mo Ullhor,,,,M,D
"Grazdan, The Great",A Storm of Swords,367,27,Daenerys III,Daenerys Targaryen,,Grazdan,,,The Great,,M,
"Grazdan, With a gold-fringed tokar",A Storm of Swords,367,27,Daenerys III,Daenerys Targaryen,,Grazdan,,,With a gold-fringed tokar,,M,
"Grazdan, With a spiked beard",A Storm of Swords,367,27,Daenerys III,Daenerys Targaryen,,Grazdan,,,With a spiked beard,,M,
Missandei,A Storm of Swords,372,27,Daenerys III,Daenerys Targaryen,,Missandei,,,,,F,
Ser Denys Arryn,A Storm of Swords,395,29,Arya V,Arya Stark,Ser,Denys,Arryn,,,,M,
Ser Wilbert,A Storm of Swords,396,29,Arya V,Arya Stark,Ser,Wilbert,,,,,M,
Alyce,A Storm of Swords,400,29,Arya V,Arya Stark,,Alyce,,,,,F,
Tansy,A Storm of Swords,400,29,Arya V,Arya Stark,,Tansy,,,,,F,
Cass,A Storm of Swords,400,29,Arya V,Arya Stark,,Cass,,,,,F,
"Lanna, Of the Peach",A Storm of Swords,400,29,Arya V,Arya Stark,,Lanna,,,Of the Peach,,F,
Jyzene,A Storm of Swords,400,29,Arya V,Arya Stark,,Jyzene,,,,,F,
Helly,A Storm of Swords,400,29,Arya V,Arya Stark,,Helly,,,,,F,
Leslyn,A Storm of Swords,401,29,Arya V,Arya Stark,,Leslyn,,,,,F,
Bella,A Storm of Swords,401,29,Arya V,Arya Stark,,Bella,,,,,F,
Errok,A Storm of Swords,408,30,Jon IV,Jon Snow,,Errok,,,,,M,
Zollo,A Storm of Swords,417,31,Jaime IV,Jaime Lannister,,Zollo,,,,,M,
"Galyeon, Of Cuy",A Storm of Swords,432,32,Tyrion IV,Tyrion Lannister,,Galyeon,,,Of Cuy,,M,
"Bethany, Fair-fingers",A Storm of Swords,432,32,Tyrion IV,Tyrion Lannister,,Bethany,,,Fair-fingers,,F,
Aemon Costayne,A Storm of Swords,432,32,Tyrion IV,Tyrion Lannister,,Aemon,Costayne,,,,M,
"Alaric, Of Eysen",A Storm of Swords,432,32,Tyrion IV,Tyrion Lannister,,Alaric,,,Of Eysen,,M,
"Hamish, The Harper",A Storm of Swords,432,32,Tyrion IV,Tyrion Lannister,,Hamish,,,The Harper,,M,
Collio Quaynis,A Storm of Swords,432,32,Tyrion IV,Tyrion Lannister,,Collio,Quaynis,,,,M,
King Tommen II Lannister,A Storm of Swords,434,32,Tyrion IV,Tyrion Lannister,King,Tommen,Lannister,,,II,M,
Fornio,A Storm of Swords,443,33,Samwell II,Samwell Tarly,,Fornio,,,,,M,
Ser Byam Flint,A Storm of Swords,443,33,Samwell II,Samwell Tarly,Ser,Byam,Flint,,,,M,D
"Garth, Of Oldtown",A Storm of Swords,443,33,Samwell II,Samwell Tarly,,Garth,,,Of Oldtown,,M,D
"Garth, Of Greenaway",A Storm of Swords,444,33,Samwell II,Samwell Tarly,,Garth,,,Of Greenaway,,M,
"Alan, Of Rosby",A Storm of Swords,444,33,Samwell II,Samwell Tarly,,Alan,,,Of Rosby,,M,
